date,value
2018-01-30,236609.0
2018-02-03,194891.0
2018-02-07,213719.0
2018-02-11,147208.0
2018-02-15,198183.0
2018-02-19,187367.0
2018-02-23,185193.0
2018-02-27,219624.0
2018-03-03,177024.0
2018-03-07,213978.0
2018-03-11,150884.0
2018-03-15,206186.0
2018-03-19,191528.0
2018-03-23,179818.0
2018-03-27,187065.0
2018-03-31,148617.0
2018-04-04,185710.0
2018-04-08,138535.0
2018-04-12,210879.0
2018-04-16,196106.0
2018-04-20,207777.0
2018-04-24,254493.0
2018-04-28,203681.0
2018-05-02,212296.0
2018-05-06,171761.0
2018-05-10,208961.0
2018-05-14,209697.0
2018-05-18,211496.0
2018-05-22,203337.0
2018-05-26,158783.0
2018-05-30,204077.0
2018-06-03,163443.0
2018-06-07,207627.0
2018-06-11,213196.0
2018-06-15,205861.0
2018-06-19,191805.0
2018-06-23,163295.0
2018-06-27,188510.0
2018-07-01,156247.0
2018-07-05,199600.0
2018-07-09,206546.0
2018-07-13,207904.0
2018-07-17,233966.0
2018-07-21,184803.0
2018-07-25,250208.0
2018-07-29,168407.0
2018-08-02,224873.0
2018-08-06,218607.0
2018-08-10,226148.0
2018-08-14,247622.0
2018-08-18,190935.0
2018-08-22,230333.0
2018-08-26,172747.0
2018-08-30,231391.0
2018-09-03,222897.0
2018-09-07,230790.0
2018-09-11,237571.0
2018-09-15,211071.0
2018-09-19,251037.0
2018-09-23,200319.0
2018-09-27,248686.0
2018-10-01,242820.0
2018-10-05,244719.0
2018-10-09,235862.0
2018-10-13,205097.0
2018-10-17,260362.0
2018-10-21,211505.0
2018-10-25,254599.0
2018-10-29,269754.0
2018-11-02,292704.0
2018-11-06,285451.0
2018-11-10,252499.0
2018-11-14,292755.0
2018-11-18,239803.0
2018-11-22,266116.0
2018-11-26,257062.0
2018-11-30,250157.0
2018-12-04,270189.0
2018-12-08,231104.0
2018-12-12,261423.0
2018-12-16,226453.0
2018-12-20,287273.0
2018-12-24,272297.0
2018-12-28,308267.0
2019-01-01,234725.0
2019-01-05,265192.0
2019-01-09,319056.0
2019-01-13,276997.0
2019-01-17,296695.0
2019-01-21,315202.0
2019-01-25,301085.0
2019-01-29,326162.0
2019-02-02,322032.0
2019-02-06,349596.0
2019-02-10,299609.0
2019-02-14,354483.0
2019-02-18,344274.0
2019-02-22,350306.0
2019-02-26,366568.0
2019-03-02,335864.0
2019-03-06,277863.0
2019-03-10,212877.0
2019-03-14,299929.0
2019-03-18,291505.0
2019-03-22,298524.0
2019-03-26,366415.0
2019-03-30,377783.0
2019-04-03,360250.0
2019-04-07,350631.0
2019-04-11,402802.0
2019-04-15,381473.0
2019-04-19,362128.0
2019-04-23,311753.0
2019-04-27,359008.0
2019-05-01,439549.0
2019-05-05,330732.0
2019-05-09,361569.0
2019-05-13,390428.0
2019-05-17,361654.0
2019-05-21,380889.0
2019-05-25,338398.0
2019-05-29,405155.0
2019-06-02,301003.0
2019-06-06,364526.0
2019-06-10,353629.0
2019-06-14,364383.0
2019-06-18,394843.0
2019-06-22,354075.0
2019-06-26,399624.0
2019-06-30,330731.0
2019-07-04,370704.0
2019-07-08,378966.0
2019-07-12,360899.0
2019-07-16,363337.0
2019-07-20,323002.0
2019-07-24,295589.0
2019-07-28,272974.0
2019-08-01,335943.0
2019-08-05,339136.0
2019-08-09,341125.0
2019-08-13,370747.0
2019-08-17,288256.0
2019-08-21,308808.0
2019-08-25,288934.0
2019-08-29,346734.0
2019-09-02,327248.0
2019-09-06,365531.0
2019-09-10,339858.0
2019-09-14,299894.0
2019-09-18,363185.0
2019-09-22,318713.0
2019-09-26,355775.0
2019-09-30,311396.0
2019-10-04,337222.0
2019-10-08,336354.0
2019-10-12,301693.0
2019-10-16,338473.0
2019-10-20,289796.0
2019-10-24,303843.0
2019-10-28,309611.0
2019-11-01,316187.0
2019-11-05,332839.0
2019-11-09,306163.0
2019-11-13,318945.0
2019-11-17,264370.0
2019-11-21,323954.0
2019-11-25,279470.0
2019-11-29,311290.0
2019-12-03,336512.0
2019-12-07,285284.0
2019-12-11,291248.0
2019-12-15,263441.0
2019-12-19,319555.0
2019-12-23,304845.0
2019-12-27,322204.0
2019-12-31,293447.0
2020-01-04,287215.0
2020-01-08,318019.0
2020-01-12,283136.0
2020-01-16,325947.0
2020-01-20,313661.0
2020-01-24,313887.0
2020-01-28,340052.0
2020-02-01,303724.0
2020-02-05,368604.0
2020-02-09,317070.0
2020-02-13,340081.0
2020-02-17,341491.0
2020-02-21,338484.0
2020-02-25,334593.0
2020-02-29,307527.0
2020-03-04,358745.0
2020-03-08,302694.0
2020-03-12,349978.0
2020-03-16,270399.0
2020-03-20,284594.0
2020-03-24,278131.0
2020-03-28,240627.0
2020-04-01,281855.0
2020-04-05,240259.0
2020-04-09,286706.0
2020-04-13,288113.0
2020-04-17,284222.0
2020-04-21,310851.0
2020-04-25,280805.0
2020-04-29,331401.0
2020-05-03,281752.0
2020-05-07,341986.0
2020-05-11,305839.0
2020-05-15,310642.0
2020-05-19,274897.0
2020-05-23,269230.0
2020-05-27,292927.0
2020-05-31,258427.0
2020-06-04,318285.0
2020-06-08,317275.0
2020-06-12,318274.0
2020-06-16,340517.0
2020-06-20,284123.0
2020-06-24,312321.0
2020-06-28,264909.0
2020-07-02,339469.0
2020-07-06,338767.0
2020-07-10,345996.0
2020-07-14,359847.0
2020-07-18,311022.0
2020-07-22,364792.0
2020-07-26,298580.0
2020-07-30,327789.0
2020-08-03,333753.0
2020-08-07,326499.0
2020-08-11,349952.0
2020-08-15,313760.0
2020-08-19,333879.0
2020-08-23,288728.0
2020-08-27,328157.0
2020-08-31,302920.0
2020-09-04,298286.0
2020-09-08,332668.0
2020-09-12,300152.0
2020-09-16,342609.0
2020-09-20,259095.0
2020-09-24,316552.0
2020-09-28,295476.0
2020-10-02,315443.0
2020-10-06,317922.0
2020-10-10,298486.0
2020-10-14,314541.0
2020-10-18,231557.0
2020-10-22,339087.0
2020-10-26,252494.0
2020-10-30,268364.0
2020-11-03,331673.0
2020-11-07,270901.0
2020-11-11,322277.0
2020-11-15,252715.0
2020-11-19,311061.0
2020-11-23,297840.0
2020-11-27,322445.0
2020-12-01,378068.0
2020-12-05,282599.0
2020-12-09,321079.0
2020-12-13,276160.0
2020-12-17,309481.0
2020-12-21,269834.0
2020-12-25,303901.0
2020-12-29,336311.0
2021-01-02,297111.0
2021-01-06,397384.0
2021-01-10,331865.0
2021-01-14,338809.0
2021-01-18,313816.0
2021-01-22,326935.0
2021-01-26,336935.0
2021-01-30,312313.0
2021-02-03,344425.0
2021-02-07,286364.0
2021-02-11,304739.0
2021-02-15,308496.0
2021-02-19,341586.0
2021-02-23,287884.0
2021-02-27,320784.0
2021-03-03,333402.0
2021-03-07,260739.0
2021-03-11,291245.0
2021-03-15,292231.0
2021-03-19,316180.0
2021-03-23,314234.0
2021-03-27,288259.0
2021-03-31,332749.0
2021-04-04,246007.0
2021-04-08,278534.0
2021-04-12,291369.0
2021-04-16,219704.0
2021-04-20,279977.0
2021-04-24,290690.0
2021-04-28,277126.0
2021-05-02,235214.0
2021-05-06,311380.0
2021-05-10,303297.0
2021-05-14,266055.0
2021-05-18,221018.0
2021-05-22,223800.0
2021-05-26,230753.0
2021-05-30,179795.0
2021-06-03,255621.0
2021-06-07,235479.0
2021-06-11,216502.0
2021-06-15,241861.0
2021-06-19,187042.0
2021-06-23,232704.0
2021-06-27,124640.0
2021-07-01,230253.0
2021-07-05,223760.0
2021-07-09,227511.0
2021-07-13,229916.0
2021-07-17,182047.0
2021-07-21,235680.0
2021-07-25,174535.0
2021-07-29,262612.0
2021-08-02,239277.0
2021-08-06,260810.0
2021-08-10,260968.0
2021-08-14,209074.0
2021-08-18,247333.0
2021-08-22,190631.0
2021-08-26,258590.0
2021-08-30,250955.0
2021-09-03,283991.0
2021-09-07,276624.0
2021-09-11,218445.0
2021-09-15,268957.0
2021-09-19,200516.0
2021-09-23,268689.0
2021-09-27,255873.0
2021-10-01,277042.0
2021-10-05,312538.0
2021-10-09,246189.0
2021-10-13,288916.0
2021-10-17,215883.0
2021-10-21,320743.0
2021-10-25,284680.0
2021-10-29,305733.0
2021-11-02,297402.0
2021-11-06,236233.0
2021-11-10,301025.0
2021-11-14,224016.0
2021-11-18,293867.0
2021-11-22,279165.0
2021-11-26,292645.0
2021-11-30,293876.0
2021-12-04,253674.0
2021-12-08,266110.0
2021-12-12,214808.0
2021-12-16,256206.0
2021-12-20,266947.0
2021-12-24,260565.0
2021-12-28,265422.0
2022-01-01,186834.0
2022-01-05,272155.0
2022-01-09,210143.0
2022-01-13,274515.0
2022-01-17,258141.0
2022-01-21,272348.0
2022-01-25,265128.0
2022-01-29,231038.0
2022-02-02,278985.0
2022-02-06,219196.0
2022-02-10,260813.0
2022-02-14,247592.0
2022-02-18,261055.0
2022-02-22,260265.0
2022-02-26,220423.0
2022-03-02,288657.0
2022-03-06,207116.0
2022-03-10,261553.0
2022-03-14,259592.0
2022-03-18,261318.0
2022-03-22,264569.0
2022-03-26,231031.0
2022-03-30,272864.0
2022-04-03,225564.0
2022-04-07,269404.0
2022-04-11,276623.0
2022-04-15,254831.0
2022-04-19,273168.0
2022-04-23,234978.0
2022-04-27,287105.0
2022-05-01,232322.0
2022-05-05,315759.0
2022-05-09,279511.0
2022-05-13,269880.0
2022-05-17,278496.0
2022-05-21,225225.0
2022-05-25,288842.0
2022-05-29,207859.0
2022-06-02,264901.0
2022-06-06,268921.0
2022-06-10,261856.0
2022-06-14,283231.0
2022-06-18,247890.0
2022-06-22,255472.0
2022-06-26,206755.0
2022-06-30,271213.0
2022-07-04,240385.0
2022-07-08,268331.0
2022-07-12,275378.0
2022-07-16,226638.0
2022-07-20,260195.0
2022-07-24,199919.0
2022-07-28,287254.0
2022-08-01,249610.0
2022-08-05,268463.0
2022-08-09,256233.0
2022-08-13,233308.0
2022-08-17,256127.0
2022-08-21,205435.0
2022-08-25,260460.0
2022-08-29,252235.0
2022-09-02,270588.0
2022-09-06,268125.0
2022-09-10,241936.0
2022-09-14,270309.0
2022-09-18,212396.0
2022-09-22,245794.0
2022-09-26,259311.0
2022-09-30,286672.0
2022-10-04,278744.0
2022-10-08,235498.0
2022-10-12,261196.0
2022-10-16,212919.0
2022-10-20,263986.0
2022-10-24,264486.0
2022-10-28,283035.0
2022-11-01,276192.0
2022-11-05,257198.0
2022-11-09,292265.0
2022-11-13,227644.0
2022-11-17,248465.0
2022-11-21,270779.0
2022-11-25,258341.0
2022-11-29,271512.0
2022-12-03,250951.0
2022-12-07,272328.0
2022-12-11,217788.0
2022-12-15,276713.0
2022-12-19,259096.0
2022-12-23,273926.0
2022-12-27,239359.0
2022-12-31,242325.0
2023-01-04,277936.0
2023-01-08,228488.0
2023-01-12,315980.0
2023-01-16,302804.0
2023-01-20,295822.0
2023-01-24,292970.0
2023-01-28,268849.0
2023-02-01,345561.0
2023-02-05,254113.0
2023-02-09,369499.0
2023-02-13,299329.0
2023-02-17,321260.0
2023-02-21,290457.0
2023-02-25,258413.0
2023-03-01,381932.0
2023-03-05,286638.0
2023-03-09,336854.0
2023-03-13,333107.0
2023-03-17,338823.0
2023-03-21,327932.0
2023-03-25,290197.0
2023-03-29,334637.0
2023-04-02,341622.0
2023-04-06,354019.0
2023-04-10,289625.0
2023-04-14,315959.0
2023-04-18,312522.0
2023-04-22,354752.0
2023-04-26,436461.0
2023-04-30,568516.0
2023-05-04,491123.0
2023-05-08,575051.0
2023-05-12,509159.0
2023-05-16,566462.0
2023-05-20,423736.0
2023-05-24,405521.0
2023-05-28,496158.0
2023-06-01,355986.0
2023-06-05,359254.0
2023-06-09,387084.0
2023-06-13,410483.0
2023-06-17,475252.0
2023-06-21,363280.0
2023-06-25,382769.0
2023-06-29,438193.0
2023-07-03,328114.0
2023-07-07,556014.0
2023-07-11,432293.0
2023-07-15,484980.0
2023-07-19,480249.0
2023-07-23,559624.0
2023-07-27,413038.0
2023-07-31,445666.0
2023-08-04,318486.0
2023-08-08,331194.0
2023-08-12,503934.0
2023-08-16,566878.0
2023-08-20,612461.0
2023-08-24,399151.0
2023-08-28,331345.0
2023-09-01,419548.0
2023-09-05,462093.0
2023-09-09,597409.0
2023-09-13,512446.0
2023-09-17,611220.0
2023-09-21,431540.0
2023-09-25,285750.0
2023-09-29,330269.0
2023-10-03,310664.0
2023-10-07,244567.0
2023-10-11,264600.0
2023-10-15,251923.0
2023-10-19,282007.0
2023-10-23,301780.0
2023-10-27,452816.0
2023-10-31,433751.0
2023-11-04,698917.0
2023-11-08,583201.0
2023-11-12,703327.0
2023-11-16,628426.0
2023-11-20,640670.0
2023-11-24,623898.0
2023-11-28,447662.0
2023-12-02,429362.0
2023-12-06,467795.0
2023-12-10,536175.0
2023-12-14,570985.0
2023-12-18,640936.0
2023-12-22,625531.0
2023-12-26,553693.0
2023-12-30,533823.0
2024-01-03,502749.0
2024-01-07,348688.0
2024-01-11,449075.0
2024-01-15,408499.0
2024-01-19,460763.0
2024-01-23,368462.0
2024-01-27,597446.0
2024-01-31,444450.0
2024-02-04,336211.0
2024-02-08,285101.0
2024-02-12,409911.0
2024-02-16,312782.0
2024-02-20,397096.0
2024-02-24,340419.0
2024-02-28,413800.0
2024-03-03,385447.0
2024-03-07,436344.0
2024-03-11,394098.0
2024-03-15,307904.0
2024-03-19,463952.0
2024-03-23,326610.0
2024-03-27,355902.0
2024-03-31,319675.0
2024-04-04,320607.0
2024-04-08,455617.0
2024-04-12,448489.0
2024-04-16,454669.0
2024-04-20,631001.0
2024-04-24,606713.0
2024-04-28,487521.0
2024-05-02,559839.0
2024-05-06,519817.0
2024-05-10,713791.0
2024-05-14,422043.0
2024-05-18,401264.0
2024-05-22,583279.0
2024-05-26,852655.0
2024-05-30,510417.0
2024-06-03,769224.0
2024-06-07,263982.0
2024-06-11,463737.0
2024-06-15,452945.0
2024-06-19,634554.0
2024-06-23,492352.0
2024-06-27,414624.0
2024-07-01,611062.0
2024-07-05,490537.0
2024-07-09,654037.0
2024-07-13,735686.0
2024-07-17,615870.0
2024-07-21,859629.0
2024-07-25,719711.0
2024-07-29,826129.0
2024-08-02,410113.0
2024-08-06,485173.0
2024-08-10,548777.0
2024-08-14,504701.0
2024-08-18,769702.0
2024-08-22,795102.0
2024-08-26,600722.0
2024-08-30,542101.0
2024-09-03,582751.0
2024-09-07,781426.0
2024-09-11,411402.0
2024-09-15,712474.0
2024-09-19,455707.0
2024-09-23,580102.0
2024-09-27,451723.0
2024-10-01,632894.0
2024-10-05,757575.0
2024-10-09,536887.0
2024-10-13,648739.0
2024-10-17,653027.0
2024-10-21,835011.0
2024-10-25,524014.0
2024-10-29,614981.0
2024-11-02,544612.0
2024-11-06,501641.0
2024-11-10,558278.0
2024-11-14,503566.0
2024-11-18,673308.0
2024-11-22,540305.0
2024-11-26,475689.0
2024-11-30,640943.0
2024-12-04,502912.0
2024-12-08,420320.0
2024-12-12,474978.0
2024-12-16,412747.0
2024-12-20,398670.0
2024-12-24,326570.0
2024-12-28,298580.0
2025-01-01,292213.0
2025-01-05,433954.0
2025-01-09,534013.0
2025-01-13,408248.0
2025-01-17,425661.0
2025-01-21,324412.0
2025-01-25,338988.0
2025-01-29,355332.0
2025-02-02,383258.0
2025-02-06,428326.0
2025-02-10,359522.0
2025-02-14,346002.0
2025-02-18,422709.0
2025-02-22,551849.0
2025-02-26,403575.0
2025-03-02,264912.0
2025-03-06,370349.0
2025-03-10,446224.0
2025-03-14,439189.0
2025-03-18,369237.0
2025-03-22,413839.0
2025-03-26,515068.0
2025-03-30,305206.0
2025-04-03,392043.0
2025-04-07,309387.0
2025-04-11,405030.0
2025-04-15,442899.0
2025-04-19,545076.0
2025-04-23,418203.0
2025-04-27,441827.0
2025-05-01,331199.0
2025-05-05,402262.0
2025-05-09,334543.0
2025-05-13,295785.0
2025-05-17,291797.0
2025-05-21,422191.0
2025-05-25,356355.0
2025-05-29,382859.0
2025-06-02,346488.0
2025-06-06,298643.0
2025-06-10,428797.0
2025-06-14,273850.0
2025-06-18,441317.0
2025-06-22,265421.0
2025-06-26,504341.0
2025-06-30,339268.0
2025-07-04,366873.0
2025-07-08,354753.0
2025-07-12,395744.0
2025-07-16,399196.0
2025-07-20,414919.0
2025-07-24,409736.0
2025-07-28,502252.0
2025-08-01,400385.0
2025-08-05,411399.0
2025-08-09,376121.0
2025-08-13,441094.0
2025-08-17,440879.0
2025-08-21,447767.0
2025-08-25,482127.0
2025-08-29,596157.0
2025-09-02,592659.0
2025-09-06,441035.0
2025-09-10,643239.0
2025-09-14,534198.0
2025-09-18,448521.0
2025-09-22,456797.0
2025-09-26,419078.0
2025-09-30,555361.0
2025-10-04,422031.0
2025-10-08,427474.0
2025-10-12,463487.0
2025-10-16,497400.0
2025-10-20,424653.0
2025-10-24,571212.0
2025-10-28,524707.0
2025-11-01,391320.0
2025-11-05,396072.0
2025-11-09,466347.0
2025-11-16,581852.0
2025-11-20,361895.0
2025-11-24,400125.0
2025-11-28,511691.0
2025-12-02,412650.0
2025-12-06,527061.0
2025-12-10,550483.0
2025-12-14,416686.0
2025-12-18,463881.0
2025-12-22,427277.0
2025-12-26,517078.0
2025-12-30,369499.0
2026-01-03,501272.0
2026-01-07,425191.0
2026-01-11,290317.0
2026-01-15,374223.0
2026-01-19,354595.0
2026-01-23,436563.0
2026-01-27,362327.0
2026-01-31,405402.0
2026-02-04,411218.0
2026-02-08,507211.0
2026-02-12,484938.0
2026-02-16,526061.0
2026-02-20,413542.0
2026-02-24,566873.0
2026-02-28,424909.0
2026-03-04,377812.0
2026-03-08,453532.0
2026-03-12,449282.0
2026-03-16,405364.0
2026-03-20,423312.0
2026-03-24,382745.0
2026-03-28,763304.0
2026-04-01,683419.0
2026-04-05,725796.0
2026-04-09,586158.0
2026-04-13,641052.0
2026-04-17,552747.0
2026-04-21,537497.0
2026-04-25,581159.0
2026-04-29,383942.0
2026-05-03,604132.0
2026-05-07,531108.0
2026-05-11,772122.0
2026-05-15,618617.0
2026-05-19,618114.0
2026-05-23,732845.0
2026-05-27,645768.0
2026-05-31,717451.0
2026-06-04,588281.0
2026-06-08,580206.0
2026-06-12,647883.0
2026-06-16,786360.0
2026-06-20,779461.0
2026-06-24,749523.0
2026-06-28,616427.0
2026-07-02,543519.0
2026-07-06,518667.0
2026-07-10,576868.0
2026-07-14,751264.0
